average
14.161399974822995
14.141499977111813
14.118799972534177
14.094099979400632
14.073999977111814
14.055799980163572
14.028099975585935
13.995599975585936
13.955399971008298
13.910899972915647
13.855799970626828
13.808299970626829
13.755999975204466
13.710099973678586
13.66259998321533
13.613199977874753
13.565399980545042
13.514099969863889
13.466399974822997
13.402999973297117
13.351599969863889
13.300399971008298
13.25079997062683
13.204399976730345
13.160999975204465
13.123099975585935
13.086699972152708
13.06029996871948
13.037999963760374
13.01619997024536
12.994199972152707
12.978299970626828
12.96159996986389
12.945599975585935
12.920499973297117
12.896999969482419
12.872099971771238
12.847299966812132
12.816899967193601
12.785599966049192
12.75659996986389
12.727599964141843
12.70199996948242
12.674599962234495
12.646199960708616
12.625399961471555
12.600499963760374
12.573699960708616
12.546999959945676
12.520599956512449
12.496099958419798
12.472499952316282
12.448499956130979
12.423599948883055
12.402499952316282
12.382899951934812
12.359399957656859
12.330899963378904
12.303999958038327
12.280399961471556
12.262099962234494
12.241299962997434
12.220799961090085
12.200299959182736
12.176999959945677
12.14719995498657
12.114799957275387
12.080899953842161
12.043999948501584
12.006399946212767
11.969299945831297
11.936999950408934
11.901899948120114
11.86349995613098
11.82799995422363
11.786699953079221
11.74179995536804
11.698499956130979
11.650799961090085
11.608599958419797
11.564399957656859
11.524299964904783
11.487599964141843
11.454599962234495
11.419999971389768
11.38779996871948
11.363399963378903
11.337399959564207
11.313899965286252
11.292999963760373
11.269099960327146
11.241599960327147
11.215899963378904
11.1943999671936
11.172099971771239
11.147099971771238
11.128899974822996
11.120099973678586
11.118899974822996
11.116799974441527
11.117499980926512
11.11419998168945
11.1146999835968
11.114399976730345
11.109299974441527
11.104599971771238
11.107199974060057
11.110999975204466
11.12419998168945
11.138799982070921
11.16429998397827
11.18629998207092
11.212799978256223
11.227799978256224
11.240899972915647
11.250499973297117
11.26649996757507
11.28199996948242
11.29569996833801
11.31319996833801
11.331899967193602
11.35479996681213
11.372199964523313
11.394099960327146
11.414399957656858
11.431399955749509
11.45089995384216
11.473599958419797
11.498599958419797
11.527699956893919
11.553399953842161
11.572999954223631
11.596299953460692
11.620199947357175
11.640799951553342
11.659099950790402
11.684099950790403
11.713599948883054
11.746299943923947
11.775999946594236
11.804399938583371
11.833799943923948
11.85779994010925
11.88199994087219
11.905999946594235
11.93149993896484
11.961299934387204
11.99399993896484
12.031299934387205
12.068099937438962
12.106399936676024
12.13869994163513
12.17489994049072
